date,hour_id,number_of_cells,cell_availability,sssr,s1_conn_est_success_rate,sarr,ul_packet_loss_rate,dl_packet_loss_rate,dl_uu_latency,dl_prb_utilization,ul_prb_utilization,dl_pdcp_user_throughput,ul_pdcp_user_throughput,cqi_avg,pmrrcconnmax,rrc_connected_users,rrc_connected_users_sum,cell_pdcp_dl_thp_mbps,cell_pdcp_ul_thp_mbps,dl_volume_gb,ul_volume_gb,cbra_success_rate,cbra_sr_2020,cfra_success_rate,rrc_setup_success_rate,erab_setup_success_rate,dl_qpsk_dist,dl_16qam_dist,dl_64qam_dist,dl_256qam_dist,ca_dl_pdcp_eu_thp,lte_active_user_dl,lte_active_user_ul,ca_dl_traffic_volume,pmcelldowntimeauto,pmcelldowntimeman,pmrrcconnestabsucc,pmrrcconnestabatt,pmrrcconnestabattreatt,pms1sigconnestabsucc,pms1sigconnestabatt,pmerabestabsuccinit,pmerabestabattinit,pmerabrelabnormalenbact,pmerabrelabnormalmmeact,pmerabrelabnormalenb,pmerabrelnormalenb,pmerabrelmme,pmpdcppktlostul,pmpdcppktreceivedul,pmpdcppktdiscdlpelr,pmpdcppktdiscdlho,pmpdcppktdiscdlpelruu,pmpdcppkttransdl,pmpdcplattimedl,pmpdcplatpkttransdl,pmprbuseddlfirsttrans,pmprbuseddlretrans,pmprbavaildl,pmprbuseduldtch,pmprbavailul,pmpdcpvoldldrb,pmpdcpvoldldrblasttti,pmuethptimedl,pmuethpvolul,pmuethptimeul,pmrrcconnlevsum,pmrrcconnlevsamp,pmschedactivitycelldl,pmpdcpvoluldrb,pmschedactivitycellul,pmpdcpvoldlsrb,pmpdcpvolulsrb,pmrasucccbra,pmraattcbra,pmrasucccfra,pmraattcfra,pmracontresonly,pmracontresandrrcrsp,pmrrcconnestabfaillic,pmcacapabledlsamp,pmcaconfigureddlsamp,pmpdcpvoldldrbca,pmpdcpvoldldrblastttica,pmradiothpvoldl,pmradiothpvoldlscell,pmradiothpvoldlscellext,pmuethptimedlca,pmuethptimeulca,pmuethpvolulca,pmlbsubratiosamp,pmuectxtrelscwcdma,pmcriticalborderevalreport,pmmacharqdlackqpsk,pmmacharqdlack16qam,pmmacharqdlack64qam,pmmacharqdlack256qam,pmactiveuedlsum,pmactiveueulsum,pmradiouerepcqidistr_0,pmradiouerepcqidistr_1,pmradiouerepcqidistr_2,pmradiouerepcqidistr_3,pmradiouerepcqidistr_4,pmradiouerepcqidistr_5,pmradiouerepcqidistr_6,pmradiouerepcqidistr_7,pmradiouerepcqidistr_8,pmradiouerepcqidistr_9,pmradiouerepcqidistr_10,pmradiouerepcqidistr_11,pmradiouerepcqidistr_12,pmradiouerepcqidistr_13,pmradiouerepcqidistr_14,pmradiouerepcqidistr_15,hosr_intraf,hosr_interf,pmhoexeattlteinterf,pmhoexeattlteinterflb,pmhoexeattlteintraf,pmhoexesucclteinterf,pmhoexesucclteinterflb,pmhoexesucclteintraf,pmhooscinterf,pmhooscintraf,pmhoprepattlteinterf,pmhoprepattlteinterflb,pmhoprepattlteintraf,pmhoprepsucclteinterf,pmhoprepsucclteinterflb,pmhoprepsucclteintraf,pmlbmeasrepue,pmlbqualifiedue,pmlbtpacceptedue,pmlbtpevalue,pmlbtpulacceptedue,pmhotooearlyhointerf,pmhotooearlyhointraf,pmhotoolatehointerf,pmhotoolatehointraf,pmhowrongcellinterf,pmhowrongcellintraf,pmhowrongcellreestinterf,pmhowrongcellreestintraf,pmcaredirectmeasrepue,pmcaredirectqualifiedue,pmhoexeattnonmob,pmhoexecattlteinterfcaredirect,pmhoexecsucclteinterfcaredirect,pmhoexesuccnonmob,pmhoprepattlteinterfcaredirect,pmhoprepattnonmob,pmhoprepsucclteinterfcaredirect,pmhoprepsuccnonmob,hosr_irat,pmhoexeattwcdma,pmhoexesuccwcdma,pmhoprepattwcdma,pmhoprepsuccwcdma,cqi_above_7,cqi_above_10,rssi,sinr_pusch,sinr_pucch,tx_rank,ue_rep_rank2,traffic_voice_2g,traffic_voice_3g,payload_dl_3g,payload_ul_3g,payload_total_3g,payload_total_4g
4/22/2020,13,54622,98.06621843,99.69095473,99.91144753,0.2042384,0.008799935,0.05421187,4.869609244,41.57059265,7.450891674,3.15844321,0.361855286,9.49460592,2935,45.29583422,2451747.266,15.02565757,1.546647207,182936.2674,17528.06895,73.34885166,18.01095659,86.03019602,99.9017056,99.87748575,44.24560681,29.47575464,25.82784025,0.450798301,6.963074802,6.222191688,4.076373618,12681.16306,3174745,603636,248240921,249134709,649541,247577152,247796582,232737204,233022690,470588,6568,1037342,227815761,4773874,8940602,1.0159E+11,5929503,37707680,46866182,1.66853E+11,1.69132E+11,34732149743,4.87817E+12,9.11636E+11,1.39277E+13,1.03773E+12,1.39277E+13,1.46314E+12,2.80685E+11,3.74378E+11,51824696046,1.43219E+11,1753625776,38714946,97375839394,1.39816E+11,90399318679,354121059,408697865,387484351,528275961,113219211,131604037,260186,94887368,1093,33932193,33932193,1.01449E+11,17021282329,1.4918E+12,33754276241,34764,12125106303,5511003,2372113,11715321,1995400,7056268,92351433885,61523129673,53909037593,940926626,6.05891E+11,3.68501E+11,190759242,306932337,632888346,1489890348,4084396497,8325451172,14703942040,14432424015,17360363457,18191275896,14867077197,14970981978,13257755111,9924582025,6267805451,13575134579,96.39673973,98.48944008,10994257,5764015,47388112,10904139,5752007,46727753,240789,5155008,11071406,5765674,48474134,10994284,5764036,47387840,14913896,14802879,,,,35692,166533,297579,1120112,1,230221,1,176010,408358,404456,5922752,158173,157749,5910317,158196,5924443,158173,5922773,,0,0,0,0,0.805125596,0.477536661,-114.6290448,10.8396038,1.872379175,0.385934418,0.457240429,28077.08204,54289.75139,23078.63838,3172.936637,26251.57502,
4/22/2020,14,54646,98.00973649,99.68899431,99.90627231,0.195751529,0.008361919,0.055932727,4.796111395,41.71088337,7.391839317,3.20110855,0.371501943,9.486601291,2390,44.13625048,2389007.511,14.98002326,1.554761254,183076.9649,17571.5183,73.04964918,18.01209642,86.0761378,99.90396506,99.87843635,44.22019334,29.52647467,25.7845004,0.468831595,6.819267734,6.127997228,4.011899722,12922.34115,3279956,611453,245339374,246212811,637599,244684198,244913750,229858112,230137876,445439,6145,984946,225142560,4564945,8471560,1.01303E+11,9411702,38418829,46435091,1.6844E+11,1.71024E+11,35658918987,4.89747E+12,9.15815E+11,1.39371E+13,1.03021E+12,1.39371E+13,1.46427E+12,2.8224E+11,3.69256E+11,51342256510,1.38202E+11,1709678791,38736385,97748094162,1.40168E+11,90154352994,346994597,403651481,381195614,521830862,108207202,125711033,258615,93734063,466,33959249,33959249,1.03379E+11,17797771654,1.49311E+12,34441872294,4602,12549874986,5801501,1924967,11713941,1912538,6729680,93121665309,62178708064,54298623205,987295069,5.99E+11,3.6169E+11,188573592,307740305,623952429,1472061233,4032986697,8215166212,14515576657,14185818903,17053401540,17858380019,14602468772,14679544168,13002840134,9713084294,6140832255,13294152338,96.47944887,98.34548527,10556980,5530473,46601727,10464125,5519521,45945064,229101,5062603,10640149,5532187,47621606,10556961,5530447,46601726,14332805,14225001,,,,34955,164923,293131,1113038,1,227594,2,174378,396878,392975,5681973,151145,150635,5670510,151168,5683712,151146,5681948,,0,0,0,0,0.804144859,0.476579839,-114.6175513,10.88926643,1.870767168,0.386688926,0.457093224,27070.94525,53619.87361,22850.09215,3115.166812,25965.25896,
4/22/2020,15,54800,97.87125608,99.66990206,99.88477151,0.18435495,0.00804151,0.049585219,4.62782079,40.40815711,7.040084761,3.537708379,0.391091259,9.525007334,3064,43.15056514,2343497.989,15.07899795,1.53985296,178586.0141,16827.75085,73.0553208,18.1148939,85.68522017,99.89954125,99.88522611,44.2595347,29.44938559,25.80082231,0.490257397,7.540242479,5.606356745,3.841517091,12915.75539,3540459,627496,248086292,249046771,711004,247328798,247614120,232559257,232826481,423762,6566,963245,227928729,4531647,7766028,96566488053,2147704,35986601,42647522,1.62834E+11,1.53946E+11,33265395018,4.74627E+12,8.85391E+11,1.39369E+13,9.81173E+11,1.39369E+13,1.42834E+12,2.69186E+11,3.27657E+11,49550716862,1.26699E+11,1673992172,38794212,94723814747,1.34217E+11,87162309900,347904606,404865909,382211227,523180547,108358795,126461477,248261,94525340,7466,34027697,34027697,1.03326E+11,17490290222,1.45597E+12,34454235811,68379,11383686023,4961748,2560060,11721733,1834572,6329938,88992883124,59214037099,51877851412,985763171,5.31055E+11,3.34836E+11,182784783,292132602,588250234,1389061073,3789112920,7715563894,13764713283,13367127509,16099724527,16933470886,13919715045,14034402574,12489427248,9405310568,5976623587,13083555105,96.24247366,97.05028066,10469562,5497777,46553844,10382236,5487117,45898182,226788,5064885,10697800,5499396,47690277,10469571,5497806,46553966,14300920,14197927,,,,30837,162164,281921,1070180,0,227075,2,173308,421946,418098,5652158,154129,153729,5641098,154190,5653842,154135,5652193,,0,0,0,0,0.806184509,0.481776998,-114.6923603,11.01337392,1.88773076,0.387928867,0.457860989,25094.4728,48943.90278,21683.48814,2922.119337,24605.60748,
4/22/2020,16,54933,97.94896114,99.69361844,99.90254978,0.182929562,0.008474144,0.057323112,4.606121753,39.60060767,7.045868307,3.657855403,0.390477629,9.623525571,2919,43.79074607,2386088.945,14.96511063,1.562112649,175428.8758,17005.03094,72.65825196,18.02874157,85.56645128,99.90508702,99.88566932,44.61328785,29.2718343,25.622813,0.492064848,7.818153886,5.443553185,3.863738011,12946.31532,3459948,572700,256005193,256934480,686074,255564404,255813695,240618796,240894212,435512,5987,990776,235728345,4630060,8076693,95301760146,12261817,37100592,42440427,1.60058E+11,1.5083E+11,32745617468,4.66882E+12,8.73965E+11,1.39967E+13,9.8619E+11,1.39967E+13,1.40307E+12,2.65117E+11,3.11099E+11,50376898962,1.29014E+11,1706400746,38967154,93756246301,1.35625E+11,86821655788,358408483,415040767,393667129,541806496,115413224,134881396,266357,97414536,3539,34179147,34179147,1.03571E+11,17406544247,1.43013E+12,34537878533,30783,11021013341,4204970,2133689,11780497,1790794,6117479,88067491247,57783165837,50579927382,971345507,5.10367E+11,3.35456E+11,137875407,209610309,433746522,997859461,2716202212,5636953882,10304027939,10059096125,12189127544,12962537564,10724083850,10937656941,9791659505,7551478946,4761993405,10654980352,96.43689924,96.62952783,10934734,5853114,51664892,10845679,5841534,50953110,236366,5575788,11224014,5854357,52835961,10934767,5853120,51665148,15276129,15168447,,,,34378,168550,305341,1174280,2,255759,2,195455,461911,457454,6037716,181393,180925,6025664,181422,6038996,181386,6037715,,0,0,0,0,0.814331954,0.494434468,-115.1863837,11.03983934,1.977858789,0.394661101,0.460923737,27300.00813,50762.35139,21379.44504,2942.549617,24321.99465,
4/22/2020,17,54983,98.35775527,99.74060954,99.95192918,0.190318696,0.009019311,0.052749369,4.851021383,41.20365045,7.396274084,3.253055139,0.360504599,9.49157573,3717,45.3911481,2475503.324,15.1650139,1.585775371,182882.7804,17756.89676,72.64353079,17.93676899,85.03620911,99.90341241,99.8850553,44.23905208,29.48339402,25.79901854,0.478535356,7.161920764,6.082618764,4.10882167,13397.43444,2680806,550501,257929771,258863663,684523,257419120,257542923,242793131,243072530,456909,6711,1009067,237751831,4841023,9107418,1.00968E+11,3599642,38542908,44397485,1.63972E+11,1.58628E+11,32699869393,4.86745E+12,9.17659E+11,1.40403E+13,1.03846E+12,1.40403E+13,1.4627E+12,2.75031E+11,3.65094E+11,52193473580,1.44779E+11,1770357496,39002263,96452438354,1.41638E+11,89318080433,359674502,416761930,398605857,548714872,117387609,138044264,271340,98150379,300,34208878,34208878,1.07179E+11,17433770535,1.49065E+12,36311474870,4887,12530954746,5142107,4060819,11834109,1769649,6056944,90937867133,60606112522,53032504323,983678053,5.86683E+11,3.66992E+11,201895135,318011334,644057690,1508751367,4093215920,8304419395,14664814257,14267134912,17095486435,17956582483,14698048709,14805542678,13135650521,9880945308,6241323226,13530271099,96.70708913,98.49505005,11437988,6306203,50641267,11342575,6293577,49911295,253615,5467623,11515842,6307328,51610452,11437947,6306184,50640933,16128614,16012208,,,,33643,176440,320358,1222940,2,257420,2,195667,483404,478852,6491582,185621,185150,6478483,185643,6492733,185621,6491562,,0,0,0,0,0.803528765,0.477658542,-114.5850694,10.87673158,1.875060978,0.385214689,0.457284053,30608.15302,55463.24583,22438.53892,3119.721237,25558.26016,
4/22/2020,18,54968,98.44400905,99.71434871,99.93648795,0.209291788,0.009441754,0.04991037,5.496420508,42.71707618,7.947421993,2.682732307,0.295850063,9.449897635,3143,48.38480024,2630409.467,15.3218573,1.604282025,186026.2908,18214.64186,73.38286943,18.0313808,85.93410379,99.90460514,99.87299328,43.97486482,29.57318309,26.00979954,0.44215255,6.329079663,7.460245352,4.699361812,12908.79078,2465203,522421,247016445,247860703,608392,246574438,246731142,232840389,233136488,481471,6816,1019143,227332711,4952570,9958627,1.05464E+11,836388,35403392,46479755,1.65653E+11,1.80421E+11,32825132715,4.93668E+12,9.34686E+11,1.37448E+13,1.09236E+12,1.37448E+13,1.48786E+12,2.77847E+11,4.51038E+11,53255888526,1.8001E+11,1841924962,38068256,97107168833,1.45311E+11,90576958476,348143038,406148441,390466902,532095440,111073459,129254224,270973,95673182,6429,33338625,33338625,1.0327E+11,16129922076,1.51626E+12,35243374534,2659,13768258386,4646116,1892239,11570167,1799953,6445657,92458642026,62178618618,54686484071,929640706,7.24443E+11,4.25654E+11,200534196,326503437,688127246,1622031797,4489617246,9195366710,16044149936,15865629679,19010373388,19907744005,16160579571,16219097397,14271627647,10617378545,6613735283,14082055014,96.4367714,98.56793856,11767633,6578309,44872068,11670467,6564566,44216321,256719,4901744,11840120,6579703,45850646,11767729,6578345,44872638,16754962,16630102,,,,34002,168121,317229,1147340,0,221275,1,168455,453811,450032,6748820,171365,170871,6734583,171379,6750248,171368,6748859,,0,0,0,0,0.803003847,0.471612892,-114.6074037,10.6331518,1.876781919,0.383942222,0.45773667,43523.94628,67961.7,23812.14814,3402.81622,27214.96436,
4/22/2020,19,54889,98.53601113,99.63150757,99.89354704,0.249813949,0.010277581,0.052892496,5.973692101,45.50007199,8.994438518,2.199300496,0.259407046,9.369933936,3283,51.8426512,2820952.152,14.84099555,1.685278676,198844.7066,21216.30537,73.37963835,17.2762227,86.00045064,99.88361553,99.85389571,44.43680607,29.50603079,25.64062984,0.416533304,5.104150549,8.941461173,5.357515098,13796.42401,2352125,530696,245417785,246312644,608898,244971208,245232265,230904496,231242351,569240,9433,1180445,225033544,5427600,12490008,1.21514E+11,1191584,40007866,55895510,1.83473E+11,2.45646E+11,41121229553,5.38568E+12,1.02287E+12,1.40847E+13,1.26684E+12,1.40847E+13,1.5904E+12,3.12995E+11,5.80825E+11,60977798601,2.35066E+11,2024417736,39049271,1.07163E+11,1.69318E+11,1.00469E+11,353002578,412638959,399824665,544871403,116042368,134932279,290565,93842632,29302,34231139,34231139,1.10371E+11,18078141739,1.62317E+12,37264396801,10065,18082000028,7422839,3509047,11864233,1913513,6952814,1.0739E+11,71307121540,61965620564,1006634580,9.58193E+11,5.38263E+11,222885475,381052883,818805946,1914603156,5289067871,10761787821,18433853160,18325286234,21863549169,22761705170,18295072400,18286851211,15953057588,11694699977,7166552963,14908067619,96.12928874,98.35473974,12139755,6738640,46308691,12036793,6723270,45605231,276158,5107102,12238106,6740808,47441654,12139719,6738636,46308786,17952358,17808114,,,,35562,181184,360593,1282735,1,234148,1,178195,446876,442921,6908728,169552,169105,6892910,169582,6910928,169549,6908721,,0,0,0,0,0.797826153,0.461330621,-114.3243522,10.39008727,1.816446376,0.384525182,0.455593555,56738.10556,95685.2875,25567.34591,3838.673885,29406.0198,
4/22/2020,20,33423,98.68954641,99.58502113,99.88175156,0.271136516,0.009020364,0.052832226,6.604450179,50.27762451,10.47787691,1.812286461,0.216962952,9.3957414,2722,61.26712348,2032232.601,15.03751028,1.68432886,138373.8057,14855.54589,70.9175646,24.55088162,85.33493194,99.86835224,99.83434795,44.64522016,29.20035836,25.7947436,0.359677886,4.103842219,11.05856836,6.104431767,6703.877782,1197847,373455,159591817,160195893,393700,159232620,159421133,149400116,149648011,400233,6095,793046,145237240,3830753,8030419,89017413432,1783532,23334770,43917557,1.30601E+11,2.06237E+11,31226914487,3.73905E+12,7.29716E+11,8.88818E+12,9.31292E+11,8.88818E+12,1.10677E+12,2.24348E+11,4.86911E+11,41981841133,1.93498E+11,1458025447,23797844,73600589813,1.18567E+11,70393913644,220820009,277866836,258812423,364948267,71506745,83795397,278955,89319062,34104,20119468,20119468,53631022256,8145222599,1.13044E+12,18263810738,28544,11083710637,2760852,555059,7295655,1628917,5388025,76655179830,50136581554,44289191587,617561588,8.13917E+11,4.29715E+11,164220884,287279261,649137684,1514570641,4246080393,8792299439,15153897531,15283381658,18365356709,19155081066,15337927327,15397448070,13388581858,9829543829,5942970758,12430081740,95.82126006,98.52289017,8371029,5071764,31819006,8316988,5062180,31308818,118744,3638348,8441693,5073656,32673946,8371041,5071764,31818771,13443275,13323875,,,,17209,145247,229153,959274,0,158507,0,126187,318405,315140,5191915,119625,119343,5182049,119644,5193836,119625,5191915,,0,0,0,0,0.802437419,0.463816511,-114.6917311,10.24620836,1.880731279,0.390768539,0.45835191,56707.63541,106502.7944,26758.73226,3978.472444,30737.2047,
4/22/2020,21,54920,98.55918597,99.64813862,99.90482581,0.24216226,0.008980525,0.04762941,5.910856057,47.25144244,8.969794167,2.061012447,0.276965579,9.326433369,2974,49.55798235,2700466.399,14.9453858,1.668712808,206790.3776,21460.49976,73.72862872,17.19690682,86.5734547,99.89434833,99.84855995,43.68679022,29.90818928,25.96321266,0.441807842,4.347430815,9.392204074,5.112221552,14682.35101,2317189,523628,219847306,220635195,555371,219503807,219712917,206448559,206761679,493446,9065,1052735,201517180,4940124,11378210,1.26687E+11,1695337,37299762,52551664,1.92115E+11,2.62526E+11,44414197096,5.61044E+12,1.05586E+12,1.41081E+13,1.26547E+12,1.41081E+13,1.65401E+12,3.27391E+11,6.43673E+11,58857473061,2.12508E+11,1937980461,39105314,1.1067E+11,1.71304E+11,1.02656E+11,313216649,379912108,363221545,492646549,98735188,114047878,227779,84492189,7591,34283928,34283928,1.17459E+11,19543542264,1.6885E+12,39461408406,109224,22522558729,7927804,3072970,11879469,1537620,5687254,1.12275E+11,76864204576,66725593815,1135448490,1.03944E+12,5.24802E+11,206304261,368318753,793239276,1910247911,5382264558,11052431926,18852119048,18731663095,22423626645,23244588089,18532864773,18421684107,16000147650,11531272454,7009050832,14414971124,95.82843358,98.24070425,10257319,5653937,35502077,10167546,5640121,34948991,240305,4139736,10349566,5655620,36469925,10257259,5653914,35501637,16036847,15894425,,,,33010,156631,306298,1018803,1,179136,1,134558,390278,385705,5802596,148191,147803,5788392,148218,5804313,148192,5802574,,0,0,0,0,0.795817511,0.454851539,-114.3658351,10.48033054,1.829096163,0.382232363,0.45423042,42713.93586,95814.9875,26709.84035,3705.45348,30415.29383,
4/22/2020,22,55013,98.51195843,99.73228612,99.94491957,0.193259396,0.008005022,0.040475409,5.21506379,44.8274841,7.89087554,2.533494411,0.334662882,9.385948158,2467,42.95458892,2344125.678,15.28097883,1.593114303,199495.9782,19104.75318,73.96745606,17.82818362,87.40406049,99.9092483,99.87789025,43.0644385,30.13383263,26.31434827,0.487380597,5.131813749,7.715664275,4.304874936,14626.08283,2420544,515426,202737663,203400151,478333,202539303,202650924,190230508,190463082,362988,6933,801547,186492849,4117255,9120885,1.1393E+11,1014504,30335898,42718132,1.82922E+11,2.10236E+11,40313150895,5.33377E+12,9.87577E+11,1.41015E+13,1.11273E+12,1.41015E+13,1.59569E+12,3.08479E+11,5.08077E+11,50774262517,1.51718E+11,1680538370,39123605,1.04423E+11,1.5249E+11,95718076492,278727757,348188718,323982153,438006348,82062433,93888582,178056,77910520,0,34306462,34306462,1.17009E+11,19248321636,1.62759E+12,39523988919,32090,19049861468,3723231,2712105,11881772,1230829,4457865,1.02725E+11,71880823489,62769878854,1162590869,8.05695E+11,4.12054E+11,169658824,298551795,637081644,1565399056,4468001782,9276172438,16127688929,15900267818,19104806008,19910774415,15982499950,15932526591,13941060205,10098592039,6195742187,13038328788,95.98202458,98.32516013,8140207,4419999,26895051,8069698,4409383,26490739,181383,3251058,8207069,4421038,27599309,8140122,4419971,26894682,12736015,12626150,,,,26600,119775,217569,722596,0,130357,0,98816,340038,336174,4546054,125691,125377,4535124,125697,4547102,125687,4546022,,0,0,0,0,0.79991931,0.462281378,-114.7067711,10.82442522,1.906546313,0.38457495,0.455748955,27182.02297,75001.85,25218.36343,3221.612781,28439.97621,
4/22/2020,23,55074,98.59542101,99.76132775,99.94163502,0.142746295,0.006434346,0.035674075,4.473914356,39.32278346,6.354305976,3.597855159,0.409063048,9.559728671,2527,35.36056933,1932793.955,15.48381551,1.492097806,180044.8084,15701.60857,74.27991183,18.67464711,88.18294167,99.92179095,99.89771649,42.79232804,29.94016735,26.71452587,0.552978737,7.134666865,5.590340556,3.508280351,13448.35947,2308431,468034,186611108,187184471,427302,186429352,186538225,174650916,174829738,245840,5063,588366,171798725,3381394,6020077,93555584370,1946637,23414972,33250826,1.64241E+11,1.53443E+11,34297234421,4.7024E+12,8.54838E+11,1.41324E+13,8.98013E+11,1.41324E+13,1.44011E+12,2.72213E+11,3.24609E+11,40460804340,98910924651,1386039799,39197327,93007443145,1.25296E+11,83973188552,248375974,316658219,287502385,387052674,65650141,74447665,128871,72151850,12,34371561,34371561,1.07587E+11,17470729201,1.46766E+12,36062566279,118120,12630743422,2895182,1756285,11908346,974617,3392831,86822979280,60746742428,54202115952,1121959557,5.19943E+11,2.94601E+11,128567942,211701930,444931323,1092710181,3159354891,6698196295,12214471119,11864651416,14452127653,15339338649,12544444643,12661887364,11292515352,8393246562,5254761924,11604856910,96.09290442,98.18183179,6039025,3135649,19723603,5982291,3128724,19446003,132119,2557627,6093037,3136139,20236314,6038989,3135626,19723257,9072698,9002360,,,,22625,90659,142670,452226,0,85703,2,65996,283815,280768,3238269,102419,102125,3231050,102431,3238771,102421,3238248,,0,0,0,0,0.811947596,0.484868066,-115.2457704,11.34552058,2.019983768,0.394804706,0.460729839,15922.92712,49621.31528,21938.2448,2581.851514,24520.09631,
4/23/2020,0,54846,98.64962837,99.80425963,99.96088664,0.111226929,0.005776887,0.031425846,3.956977406,32.25167798,4.861328955,5.345553477,0.483900229,9.751350409,2099,29.35129804,1596554.389,15.59949477,1.384271557,152639.2369,12124.92633,75.02836668,,89.2179158,99.93104852,99.91220266,42.76666682,29.28026246,27.32433382,0.628736897,10.72395871,3.938144527,2.914800342,11224.02834,2194465,465890,175400941,175901596,379630,175285797,175354384,163958837,164102915,179825,3754,455685,161769506,2823869,4169031,72163261114,1293932,16772914,25243868,1.37775E+11,1.0769E+11,27215160130,3.85429E+12,6.89733E+11,1.40893E+13,6.84926E+11,1.40893E+13,1.22089E+12,2.32072E+11,1.84979E+11,31188182727,64451679980,1146961730,39077036,78264575686,96710933982,69864134308,226056285,288476692,260615886,347356470,56080941,62858385,,,0,34281994,34281994,89792226713,14834901182,1.24365E+12,29245303073,1499,6989706650,3939429,3525849,11873876,785591,2610250,67984871349,46545943938,43436663587,999483950,3.08217E+11,2.0364E+11,70507909,106277058,220433163,543807296,1589758573,3425276964,6632970850,6278286578,7755591862,8422834040,7068503857,7230643410,6610043367,5032714634,3225435698,7388607532,95.73065981,97.91486631,3480839,1615842,11343594,3443782,1612003,11191733,88173,1612596,3517058,1615919,11690674,3480779,1615822,11343418,4759105,4726886,,,,15679,51137,75692,213696,0,44085,0,32820,219156,217436,1694910,79065,78855,1690861,79064,1694986,79063,1694888,,0,0,0,0,0.82417969,0.510545869,-115.4948552,11.85548712,2.087104362,0.406842,0.466469718,1812.695476,30010.04861,18265.59124,1992.0468,20257.63804,
4/23/2020,1,54987,98.49932052,99.8360986,99.97160933,0.116268432,0.004635119,0.02766838,3.598638575,24.70981952,3.445795859,13.23084238,0.567589231,10.05347152,1814,23.77813725,1296703.691,16.05662181,0.852989926,129349.8149,6022.274027,116.3919906,,90.13540252,99.9391936,99.92521171,42.04036121,28.63552165,28.56343575,0.760681396,15.49914376,2.836409432,2.467582648,6851.660029,2510434,450174,163521430,163981343,360421,163443910,163490326,152431195,152545281,124245,1373,351470,106243693,1446201,2538328,54760410334,1132939,12594132,18120609,1.15073E+11,76172487475,21167029110,2.09074E+12,3.641E+11,9.93467E+12,3.42328E+11,9.93467E+12,1.03466E+12,1.28507E+11,68487649447,15408607996,27147463605,930733526,39142407,64437999332,47993699727,56265259739,141933910,184492489,234370510,201363091,25531609,28325839,,,0,24284459,24284459,54813280232,9391426052,1.05307E+12,17798592539,0,2930604095,1105883,774524,11869496,637194,1407719,51543755506,35108697548,35020316337,932636513,1.82773E+11,1.38839E+11,51048568,66907191,135434669,330293156,989799269,2216571114,4663227425,4394404918,5560812054,6261214469,5422273083,5669566368,5330708107,4224947425,2773003795,6716308341,95.47359783,97.78547375,2440820,959007,8365589,2411022,956673,8255405,62394,1315468,2465635,959042,8646712,2440831,959004,8365510,2828284,2811718,,,,11725,38872,46693,127433,0,28659,0,21905,189646,188504,1022031,63024,62866,1019539,63025,1022067,63025,1022029,,0,0,0,0,0.845761391,0.549876313,-116.148603,12.38036192,2.218894793,0.427274502,0.477713261,5850.358676,17500.01111,14558.89156,1458.96403,16017.85559,
4/23/2020,2,54906,98.60633233,99.85142038,99.97199649,0.065227204,0.004597915,0.025126967,3.384439751,19.0292063,2.88842681,11.80823408,0.801102647,10.46969599,1302,20.44255542,1113391.662,15.86426809,1.319814667,99388.7844,7485.874348,74.70588234,,90.08113347,99.94487082,99.93448318,42.55496357,27.1669097,29.40592536,0.872201365,21.32585847,2.096895681,2.170434882,7275.803722,2271337,479671,159013146,159402617,301760,158939126,158983647,148130470,148227584,95488,1707,301097,146767158,1941659,1843089,40083474658,995054,8677284,12520718,88301462469,53606603684,15839136646,2.27703E+12,3.97339E+11,1.4054E+13,4.05941E+11,1.4054E+13,7.94917E+11,1.565E+11,54065472773,23250273128,29022838975,800786370,39172518,50107410515,59648135838,45194327159,192881607,238858942,221694044,296755807,42244833,46896427,,,0,34343826,34343826,58206429776,10374757229,8.09091E+11,17686829293,24948,2242895526,882503,2421574,11735543,537278,1597866,37199215777,23747822843,25705047560,762430609,1.0507E+11,98091344120,37377900,40622178,77940213,183673560,565430106,1351528887,3226937312,3039047337,4000810122,4739305471,4278951926,4636760460,4516136467,3760149476,2542239925,6583115957,95.57431409,97.21430558,1853346,587208,6463902,1828056,585891,6378849,48044,1106212,1880419,587250,6674184,1853326,587203,6463858,1865794,1856624,,,,9887,29616,31149,78121,0,19124,0,14405,189205,188053,652240,65032,64806,650697,65046,652296,65034,652237,,0,0,0,0,0.874173779,0.603885675,-116.6423113,12.73131052,2.344949259,0.456458664,0.494551767,4003.392006,10258.25,11101.64121,1183.505658,12285.14687,
